year,date,tournament_id,tournament_name,match_name,stage,home_team,away_team,home_team_code,away_team_code,home_goals,away_goals,score,result,home_team_win,away_team_win,draw,extra_time,penalty_shootout,score_penalties,stadium,stadium_id,stadium_name,city,host_country,host_team,attendance,match_time,referee,notes
1974,1974-06-19,WC-1974,1974 FIFA World Cup,Argentina v Italy,First group stage,Argentina,Italy,ARG,ITA,1,1,1-1,draw,0,0,yes,no,no,0-0,Neckarstadion,S-067,Neckarstadion,Stuttgart,Germany,0.0,70100,19:30,Pavel Kazakov,
1974,1974-06-19,WC-1974,1974 FIFA World Cup,Bulgaria v Uruguay,First group stage,Bulgaria,Uruguay,BGR,URY,1,1,1-1,draw,0,0,yes,no,no,0-0,Niedersachsenstadion,S-061,Niedersachsenstadion,Hanover,Germany,0.0,13400,19:30,John Taylor,
1974,1974-06-19,WC-1974,1974 FIFA World Cup,Haiti v Poland,First group stage,Haiti,Poland,HTI,POL,0,7,0-7,away team win,0,1,no,no,no,0-0,Olympiastadion,S-065,Olympiastadion,Munich,Germany,0.0,25300,19:30,George Suppiah,
1974,1974-06-19,WC-1974,1974 FIFA World Cup,Netherlands v Sweden,First group stage,Netherlands,Sweden,NLD,SWE,0,0,0-0,draw,0,0,yes,no,no,0-0,Westfalenstadion,S-055,Westfalenstadion,Dortmund,Germany,0.0,53700,19:30,Werner Winsemann,
1974,1974-06-22,WC-1974,1974 FIFA World Cup,Australia v Chile,First group stage,Australia,Chile,AUS,CHL,0,0,0-0,draw,0,0,yes,no,no,0-0,Olympiastadion,S-053,Olympiastadion,Berlin,Germany,0.0,17400,16:00,Jafar Namdar,
1974,1974-06-22,WC-1974,1974 FIFA World Cup,Scotland v Yugoslavia,First group stage,Scotland,Yugoslavia,SCO,YUG,1,1,1-1,draw,0,0,yes,no,no,0-0,Waldstadion,S-057,Waldstadion,Frankfurt,Germany,0.0,56000,16:00,Alfonso Gonzalez Archundia,
1974,1974-06-23,WC-1974,1974 FIFA World Cup,Argentina v Haiti,First group stage,Argentina,Haiti,ARG,HTI,4,1,4-1,home team win,1,0,no,no,no,0-0,Olympiastadion,S-065,Olympiastadion,Munich,Germany,0.0,25900,16:00,Pablo Sanchez Ibanez,
1974,1974-06-23,WC-1974,1974 FIFA World Cup,Bulgaria v Netherlands,First group stage,Bulgaria,Netherlands,BGR,NLD,1,4,1-4,away team win,0,1,no,no,no,0-0,Westfalenstadion,S-055,Westfalenstadion,Dortmund,Germany,0.0,53300,16:00,Tony Boskovic,
1974,1974-06-23,WC-1974,1974 FIFA World Cup,Poland v Italy,First group stage,Poland,Italy,POL,ITA,2,1,2-1,home team win,1,0,no,no,no,0-0,Neckarstadion,S-067,Neckarstadion,Stuttgart,Germany,0.0,70100,16:00,Hans Joachim Weyland,
1974,1974-06-23,WC-1974,1974 FIFA World Cup,Sweden v Uruguay,First group stage,Sweden,Uruguay,SWE,URY,3,0,3-0,home team win,1,0,no,no,no,0-0,Rheinstadion,S-056,Rheinstadion,Düsseldorf,Germany,0.0,28300,16:00,Erich Linemayr,
1974,1974-06-26,WC-1974,1974 FIFA World Cup,Brazil v East Germany,Second group stage,Brazil,East Germany,BRA,DDR,1,0,1-0,home team win,1,0,no,no,no,0-0,Niedersachsenstadion,S-061,Niedersachsenstadion,Hanover,Germany,0.0,,19:30,,
1974,1974-06-26,WC-1974,1974 FIFA World Cup,Netherlands v Argentina,Second group stage,Netherlands,Argentina,NLD,ARG,4,0,4-0,home team win,1,0,no,no,no,0-0,Parkstadion,S-059,Parkstadion,Gelsenkirchen,Germany,0.0,56548,19:30,Bob Davidson,
1974,1974-06-26,WC-1974,1974 FIFA World Cup,Sweden v Poland,Second group stage,Sweden,Poland,SWE,POL,0,1,0-1,away team win,0,1,no,no,no,0-0,Neckarstadion,S-067,Neckarstadion,Stuttgart,Germany,0.0,44955,19:30,Ramon Barreto Ruiz,
1974,1974-06-30,WC-1974,1974 FIFA World Cup,Argentina v Brazil,Second group stage,Argentina,Brazil,ARG,BRA,1,2,1-2,away team win,0,1,no,no,no,0-0,Niedersachsenstadion,S-061,Niedersachsenstadion,Hanover,Germany,0.0,39400,16:00,Vital Loraux,
1974,1974-06-30,WC-1974,1974 FIFA World Cup,East Germany v Netherlands,Second group stage,East Germany,Netherlands,DDR,NLD,0,2,0-2,away team win,0,1,no,no,no,0-0,Parkstadion,S-059,Parkstadion,Gelsenkirchen,Germany,0.0,,16:00,,
1974,1974-06-30,WC-1974,1974 FIFA World Cup,Poland v Yugoslavia,Second group stage,Poland,Yugoslavia,POL,YUG,2,1,2-1,home team win,1,0,no,no,no,0-0,Waldstadion,S-057,Waldstadion,Frankfurt,Germany,0.0,58000,16:00,Rudolf Gloeckner,
1974,1974-07-03,WC-1974,1974 FIFA World Cup,Argentina v East Germany,Second group stage,Argentina,East Germany,ARG,DDR,1,1,1-1,draw,0,0,yes,no,no,0-0,Parkstadion,S-059,Parkstadion,Gelsenkirchen,Germany,0.0,,19:30,,
1974,1974-07-03,WC-1974,1974 FIFA World Cup,Netherlands v Brazil,Second group stage,Netherlands,Brazil,NLD,BRA,2,0,2-0,home team win,1,0,no,no,no,0-0,Westfalenstadion,S-055,Westfalenstadion,Dortmund,Germany,0.0,53700,19:30,Kurt Tschenscher,
1974,1974-07-03,WC-1974,1974 FIFA World Cup,Sweden v Yugoslavia,Second group stage,Sweden,Yugoslavia,SWE,YUG,2,1,2-1,home team win,1,0,no,no,no,0-0,Rheinstadion,S-056,Rheinstadion,Düsseldorf,Germany,0.0,41300,19:30,Luis Pestarino,
1974,1974-07-06,WC-1974,1974 FIFA World Cup,Brazil v Poland,Third place,Brazil,Poland,BRA,POL,0,1,0-1,away team win,0,1,no,no,no,0-0,Olympiastadion,S-065,Olympiastadion,Munich,Germany,0.0,77100,16:00,Aurelio Angonese,
1978,1978-06-02,WC-1978,1978 FIFA World Cup,Argentina v Hungary,First group stage,Argentina,Hungary,ARG,HUN,2,1,2-1,home team win,1,0,no,no,no,0-0,Estadio Monumental,S-002,Estadio Monumental,Buenos Aires,Argentina,1.0,71615,19:15,Antonio Garrido,
1978,1978-06-02,WC-1978,1978 FIFA World Cup,Italy v France,First group stage,Italy,France,ITA,FRA,2,1,2-1,home team win,1,0,no,no,no,0-0,Estadio José María Minella,S-004,Estadio José María Minella,Mar del Plata,Argentina,0.0,42373,13:45,Nicolae Rainea,
1978,1978-06-02,WC-1978,1978 FIFA World Cup,Tunisia v Mexico,First group stage,Tunisia,Mexico,TUN,MEX,3,1,3-1,home team win,1,0,no,no,no,0-0,Estadio Gigante de Arroyito,S-006,Estadio Gigante de Arroyito,Rosario,Argentina,0.0,17396,16:45,John Gordon,
1978,1978-06-03,WC-1978,1978 FIFA World Cup,Austria v Spain,First group stage,Austria,Spain,AUT,ESP,2,1,2-1,home team win,1,0,no,no,no,0-0,Estadio José Amalfitani,S-001,Estadio José Amalfitani,Buenos Aires,Argentina,0.0,40841,13:45,Karoly Palotai,
1978,1978-06-03,WC-1978,1978 FIFA World Cup,Netherlands v Iran,First group stage,Netherlands,Iran,NLD,IRN,3,0,3-0,home team win,1,0,no,no,no,0-0,Estadio Ciudad de Mendoza,S-005,Estadio Ciudad de Mendoza,Mendoza,Argentina,0.0,,16:45,,
1978,1978-06-03,WC-1978,1978 FIFA World Cup,Peru v Scotland,First group stage,Peru,Scotland,PER,SCO,3,1,3-1,home team win,1,0,no,no,no,0-0,Estadio Chateau Carreras,S-003,Estadio Chateau Carreras,Córdoba,Argentina,0.0,37927,16:45,Ulf Eriksson,
1978,1978-06-06,WC-1978,1978 FIFA World Cup,Argentina v France,First group stage,Argentina,France,ARG,FRA,2,1,2-1,home team win,1,0,no,no,no,0-0,Estadio Monumental,S-002,Estadio Monumental,Buenos Aires,Argentina,1.0,71666,19:15,Jean Dubach,
1978,1978-06-06,WC-1978,1978 FIFA World Cup,Italy v Hungary,First group stage,Italy,Hungary,ITA,HUN,3,1,3-1,home team win,1,0,no,no,no,0-0,Estadio José María Minella,S-004,Estadio José María Minella,Mar del Plata,Argentina,0.0,26533,13:45,Ramon Barreto Ruiz,
1978,1978-06-06,WC-1978,1978 FIFA World Cup,Poland v Tunisia,First group stage,Poland,Tunisia,POL,TUN,1,0,1-0,home team win,1,0,no,no,no,0-0,Estadio Gigante de Arroyito,S-006,Estadio Gigante de Arroyito,Rosario,Argentina,0.0,9624,16:45,Angel Martinez,
1978,1978-06-07,WC-1978,1978 FIFA World Cup,Austria v Sweden,First group stage,Austria,Sweden,AUT,SWE,1,0,1-0,home team win,1,0,no,no,no,0-0,Estadio José Amalfitani,S-001,Estadio José Amalfitani,Buenos Aires,Argentina,0.0,41424,13:45,Charles Corver,
1978,1978-06-07,WC-1978,1978 FIFA World Cup,Brazil v Spain,First group stage,Brazil,Spain,BRA,ESP,0,0,0-0,draw,0,0,yes,no,no,0-0,Estadio José María Minella,S-004,Estadio José María Minella,Mar del Plata,Argentina,0.0,34771,13:45,Sergio Gonella,
1978,1978-06-07,WC-1978,1978 FIFA World Cup,Netherlands v Peru,First group stage,Netherlands,Peru,NLD,PER,0,0,0-0,draw,0,0,yes,no,no,0-0,Estadio Ciudad de Mendoza,S-005,Estadio Ciudad de Mendoza,Mendoza,Argentina,0.0,28125,16:45,Adolf Prokop,
1978,1978-06-07,WC-1978,1978 FIFA World Cup,Scotland v Iran,First group stage,Scotland,Iran,SCO,IRN,1,1,1-1,draw,0,0,yes,no,no,0-0,Estadio Chateau Carreras,S-003,Estadio Chateau Carreras,Córdoba,Argentina,0.0,,16:45,,
1978,1978-06-10,WC-1978,1978 FIFA World Cup,Argentina v Italy,First group stage,Argentina,Italy,ARG,ITA,0,1,0-1,away team win,0,1,no,no,no,0-0,Estadio Monumental,S-002,Estadio Monumental,Buenos Aires,Argentina,1.0,,19:15,,
1978,1978-06-10,WC-1978,1978 FIFA World Cup,France v Hungary,First group stage,France,Hungary,FRA,HUN,3,1,3-1,home team win,1,0,no,no,no,0-0,Estadio José María Minella,S-004,Estadio José María Minella,Mar del Plata,Argentina,0.0,23127,14:30,Arnaldo Coelho,
1978,1978-06-10,WC-1978,1978 FIFA World Cup,Poland v Mexico,First group stage,Poland,Mexico,POL,MEX,3,1,3-1,home team win,1,0,no,no,no,0-0,Estadio Gigante de Arroyito,S-006,Estadio Gigante de Arroyito,Rosario,Argentina,0.0,22651,16:45,Jafar Namdar,
1978,1978-06-11,WC-1978,1978 FIFA World Cup,Brazil v Austria,First group stage,Brazil,Austria,BRA,AUT,1,0,1-0,home team win,1,0,no,no,no,0-0,Estadio José María Minella,S-004,Estadio José María Minella,Mar del Plata,Argentina,0.0,35221,13:45,Robert Wurtz,
1978,1978-06-11,WC-1978,1978 FIFA World Cup,Peru v Iran,First group stage,Peru,Iran,PER,IRN,4,1,4-1,home team win,1,0,no,no,no,0-0,Estadio Chateau Carreras,S-003,Estadio Chateau Carreras,Córdoba,Argentina,0.0,,16:45,,
1978,1978-06-11,WC-1978,1978 FIFA World Cup,Scotland v Netherlands,First group stage,Scotland,Netherlands,SCO,NLD,3,2,3-2,home team win,1,0,no,no,no,0-0,Estadio Ciudad de Mendoza,S-005,Estadio Ciudad de Mendoza,Mendoza,Argentina,0.0,35130,16:45,Erich Linemayr,
1978,1978-06-11,WC-1978,1978 FIFA World Cup,Spain v Sweden,First group stage,Spain,Sweden,ESP,SWE,1,0,1-0,home team win,1,0,no,no,no,0-0,Estadio José Amalfitani,S-001,Estadio José Amalfitani,Buenos Aires,Argentina,0.0,42132,13:45,Ferdinand Biwersi,
1978,1978-06-14,WC-1978,1978 FIFA World Cup,Argentina v Poland,Second group stage,Argentina,Poland,ARG,POL,2,0,2-0,home team win,1,0,no,no,no,0-0,Estadio Gigante de Arroyito,S-006,Estadio Gigante de Arroyito,Rosario,Argentina,1.0,37091,19:15,Ulf Eriksson,
1978,1978-06-14,WC-1978,1978 FIFA World Cup,Brazil v Peru,Second group stage,Brazil,Peru,BRA,PER,3,0,3-0,home team win,1,0,no,no,no,0-0,Estadio Ciudad de Mendoza,S-005,Estadio Ciudad de Mendoza,Mendoza,Argentina,0.0,31278,16:45,Nicolae Rainea,
1978,1978-06-18,WC-1978,1978 FIFA World Cup,Argentina v Brazil,Second group stage,Argentina,Brazil,ARG,BRA,0,0,0-0,draw,0,0,yes,no,no,0-0,Estadio Gigante de Arroyito,S-006,Estadio Gigante de Arroyito,Rosario,Argentina,1.0,37326,19:15,Karoly Palotai,
1978,1978-06-18,WC-1978,1978 FIFA World Cup,Italy v Austria,Second group stage,Italy,Austria,ITA,AUT,1,0,1-0,home team win,1,0,no,no,no,0-0,Estadio Monumental,S-002,Estadio Monumental,Buenos Aires,Argentina,0.0,66695,16:45,Francis Rion,
1978,1978-06-21,WC-1978,1978 FIFA World Cup,Argentina v Peru,Second group stage,Argentina,Peru,ARG,PER,6,0,6-0,home team win,1,0,no,no,no,0-0,Estadio Gigante de Arroyito,S-006,Estadio Gigante de Arroyito,Rosario,Argentina,1.0,37315,19:15,Robert Wurtz,
1978,1978-06-21,WC-1978,1978 FIFA World Cup,Brazil v Poland,Second group stage,Brazil,Poland,BRA,POL,3,1,3-1,home team win,1,0,no,no,no,0-0,Estadio Ciudad de Mendoza,S-005,Estadio Ciudad de Mendoza,Mendoza,Argentina,0.0,39586,16:45,Juan Silvagno Cavanna,
1978,1978-06-24,WC-1978,1978 FIFA World Cup,Brazil v Italy,Third place,Brazil,Italy,BRA,ITA,2,1,2-1,home team win,1,0,no,no,no,0-0,Estadio Monumental,S-002,Estadio Monumental,Buenos Aires,Argentina,0.0,69659,15:00,Abraham Klein,
1978,1978-06-25,WC-1978,1978 FIFA World Cup,Argentina v Netherlands,Final,Argentina,Netherlands,ARG,NLD,3,1,3-1,home team win,1,0,no,yes,no,0-0,Estadio Monumental,S-002,Estadio Monumental,Buenos Aires,Argentina,1.0,71483,15:00,Sergio Gonella,Required Extra Time
1982,1982-06-13,WC-1982,1982 FIFA World Cup,Argentina v Belgium,First group stage,Argentina,Belgium,ARG,BEL,0,1,0-1,away team win,0,1,no,no,no,0-0,Camp Nou,S-149,Camp Nou,Barcelona,Spain,0.0,95000,20:00,Vojtech Christov,
1982,1982-06-14,WC-1982,1982 FIFA World Cup,Brazil v Soviet Union,First group stage,Brazil,Russia,BRA,SUN,2,1,2-1,home team win,1,0,no,no,no,0-0,Estadio Ramón Sánchez Pizjuán,S-159,Estadio Ramón Sánchez Pizjuán,Seville,Spain,0.0,68000,21:00,Augusto Lamo Castillo,
1982,1982-06-14,WC-1982,1982 FIFA World Cup,Italy v Poland,First group stage,Italy,Poland,ITA,POL,0,0,0-0,draw,0,0,yes,no,no,0-0,Balaídos,S-162,Balaídos,Vigo,Spain,0.0,33000,17:15,Michel Vautrot,
1982,1982-06-15,WC-1982,1982 FIFA World Cup,Hungary v El Salvador,First group stage,Hungary,El Salvador,HUN,SLV,10,1,10-1,home team win,1,0,no,no,no,0-0,Nuevo Estadio,S-152,Nuevo Estadio,Elche,Spain,0.0,23000,21:00,Ebrahim Al Doy,
1982,1982-06-15,WC-1982,1982 FIFA World Cup,Peru v Cameroon,First group stage,Peru,Cameroon,PER,CMR,0,0,0-0,draw,0,0,yes,no,no,0-0,Estadio Riazor,S-147,Estadio Riazor,A Coruña,Spain,0.0,11000,17:15,Franz Woehrer,
1982,1982-06-15,WC-1982,1982 FIFA World Cup,Scotland v New Zealand,First group stage,Scotland,New Zealand,SCO,NZL,5,2,5-2,home team win,1,0,no,no,no,0-0,Estadio La Rosaleda,S-156,Estadio La Rosaleda,Málaga,Spain,0.0,36000,21:00,David Socha,
1982,1982-06-16,WC-1982,1982 FIFA World Cup,England v France,First group stage,England,France,ENG,FRA,3,1,3-1,home team win,1,0,no,no,no,0-0,Estadio San Mamés,S-151,Estadio San Mamés,Bilbao,Spain,0.0,44172,17:15,Antonio Garrido,
1982,1982-06-16,WC-1982,1982 FIFA World Cup,Spain v Honduras,First group stage,Spain,Honduras,ESP,HND,1,1,1-1,draw,0,0,yes,no,no,0-0,Estadio Luis Casanova,S-160,Estadio Luis Casanova,Valencia,Spain,1.0,49562,21:00,Arturo Andres Ithurralde,
1982,1982-06-17,WC-1982,1982 FIFA World Cup,Chile v Austria,First group stage,Chile,Austria,CHL,AUT,0,1,0-1,away team win,0,1,no,no,no,0-0,Estadio Carlos Tartiere,S-157,Estadio Carlos Tartiere,Oviedo,Spain,0.0,22500,17:15,Juan Cardellino De San Vicente,
1982,1982-06-17,WC-1982,1982 FIFA World Cup,Czechoslovakia v Kuwait,First group stage,Czechoslovakia,Kuwait,CSK,KWT,1,1,1-1,draw,0,0,yes,no,no,0-0,Estadio José Zorrilla,S-161,Estadio José Zorrilla,Valladolid,Spain,0.0,25000,17:15,Benjamin Dwomoh,
1982,1982-06-17,WC-1982,1982 FIFA World Cup,Yugoslavia v Northern Ireland,First group stage,Yugoslavia,Northern Ireland,YUG,NIR,0,0,0-0,draw,0,0,yes,no,no,0-0,Estadio La Romareda,S-163,Estadio La Romareda,Zaragoza,Spain,0.0,25000,21:00,Erik Fredriksson,
1982,1982-06-18,WC-1982,1982 FIFA World Cup,Argentina v Hungary,First group stage,Argentina,Hungary,ARG,HUN,4,1,4-1,home team win,1,0,no,no,no,0-0,Estadio José Rico Pérez,S-148,Estadio José Rico Pérez,Alicante,Spain,0.0,32093,21:00,Belaid Lacarne,
1982,1982-06-18,WC-1982,1982 FIFA World Cup,Brazil v Scotland,First group stage,Brazil,Scotland,BRA,SCO,4,1,4-1,home team win,1,0,no,no,no,0-0,Estadio Benito Villamarín,S-158,Estadio Benito Villamarín,Seville,Spain,0.0,47379,21:00,Jesus Paulino Siles,
1982,1982-06-18,WC-1982,1982 FIFA World Cup,Italy v Peru,First group stage,Italy,Peru,ITA,PER,1,1,1-1,draw,0,0,yes,no,no,0-0,Balaídos,S-162,Balaídos,Vigo,Spain,0.0,25000,17:15,Walter Eschweiler,
1982,1982-06-19,WC-1982,1982 FIFA World Cup,Belgium v El Salvador,First group stage,Belgium,El Salvador,BEL,SLV,1,0,1-0,home team win,1,0,no,no,no,0-0,Nuevo Estadio,S-152,Nuevo Estadio,Elche,Spain,0.0,15000,21:00,Malcolm Moffatt,
1982,1982-06-19,WC-1982,1982 FIFA World Cup,Poland v Cameroon,First group stage,Poland,Cameroon,POL,CMR,0,0,0-0,draw,0,0,yes,no,no,0-0,Estadio Riazor,S-147,Estadio Riazor,A Coruña,Spain,0.0,19000,17:15,Alexis Ponnet,
1982,1982-06-19,WC-1982,1982 FIFA World Cup,Soviet Union v New Zealand,First group stage,Russia,New Zealand,SUN,NZL,3,0,3-0,home team win,1,0,no,no,no,0-0,Estadio La Rosaleda,S-156,Estadio La Rosaleda,Málaga,Spain,0.0,19000,21:00,Yusef Mohamed El Ghoul,
1982,1982-06-20,WC-1982,1982 FIFA World Cup,England v Czechoslovakia,First group stage,England,Czechoslovakia,ENG,CSK,2,0,2-0,home team win,1,0,no,no,no,0-0,Estadio San Mamés,S-151,Estadio San Mamés,Bilbao,Spain,0.0,41123,17:15,Charles Corver,
1982,1982-06-20,WC-1982,1982 FIFA World Cup,Spain v Yugoslavia,First group stage,Spain,Yugoslavia,ESP,YUG,2,1,2-1,home team win,1,0,no,no,no,0-0,Estadio Luis Casanova,S-160,Estadio Luis Casanova,Valencia,Spain,1.0,48000,21:00,Henning Lund-Sorensen,
1982,1982-06-21,WC-1982,1982 FIFA World Cup,Algeria v Austria,First group stage,Algeria,Austria,DZA,AUT,0,2,0-2,away team win,0,1,no,no,no,0-0,Estadio Carlos Tartiere,S-157,Estadio Carlos Tartiere,Oviedo,Spain,0.0,22000,17:15,Tony Boskovic,
1982,1982-06-21,WC-1982,1982 FIFA World Cup,France v Kuwait,First group stage,France,Kuwait,FRA,KWT,4,1,4-1,home team win,1,0,no,no,no,0-0,Estadio José Zorrilla,S-161,Estadio José Zorrilla,Valladolid,Spain,0.0,30043,17:15,Miroslav Stupar,
1982,1982-06-21,WC-1982,1982 FIFA World Cup,Honduras v Northern Ireland,First group stage,Honduras,Northern Ireland,HND,NIR,1,1,1-1,draw,0,0,yes,no,no,0-0,Estadio La Romareda,S-163,Estadio La Romareda,Zaragoza,Spain,0.0,15000,21:00,Thomson Tam Sun Chan,
1982,1982-06-22,WC-1982,1982 FIFA World Cup,Belgium v Hungary,First group stage,Belgium,Hungary,BEL,HUN,1,1,1-1,draw,0,0,yes,no,no,0-0,Nuevo Estadio,S-152,Nuevo Estadio,Elche,Spain,0.0,37000,21:00,Clive White,
1982,1982-06-22,WC-1982,1982 FIFA World Cup,Poland v Peru,First group stage,Poland,Peru,POL,PER,5,1,5-1,home team win,1,0,no,no,no,0-0,Estadio Riazor,S-147,Estadio Riazor,A Coruña,Spain,0.0,25000,17:15,Mario Rubio Vazquez,
1982,1982-06-22,WC-1982,1982 FIFA World Cup,Soviet Union v Scotland,First group stage,Russia,Scotland,SUN,SCO,2,2,2-2,draw,0,0,yes,no,no,0-0,Estadio La Rosaleda,S-156,Estadio La Rosaleda,Málaga,Spain,0.0,45000,21:00,Nicolae Rainea,
1982,1982-06-23,WC-1982,1982 FIFA World Cup,Argentina v El Salvador,First group stage,Argentina,El Salvador,ARG,SLV,2,0,2-0,home team win,1,0,no,no,no,0-0,Estadio José Rico Pérez,S-148,Estadio José Rico Pérez,Alicante,Spain,0.0,32500,21:00,Luis Barrancos,
1982,1982-06-23,WC-1982,1982 FIFA World Cup,Brazil v New Zealand,First group stage,Brazil,New Zealand,BRA,NZL,4,0,4-0,home team win,1,0,no,no,no,0-0,Estadio Benito Villamarín,S-158,Estadio Benito Villamarín,Seville,Spain,0.0,43000,21:00,Damir Matovinovic,
1982,1982-06-23,WC-1982,1982 FIFA World Cup,Italy v Cameroon,First group stage,Italy,Cameroon,ITA,CMR,1,1,1-1,draw,0,0,yes,no,no,0-0,Balaídos,S-162,Balaídos,Vigo,Spain,0.0,20000,17:15,Bogdan Dotchev,
1982,1982-06-24,WC-1982,1982 FIFA World Cup,Algeria v Chile,First group stage,Algeria,Chile,DZA,CHL,3,2,3-2,home team win,1,0,no,no,no,0-0,Estadio Carlos Tartiere,S-157,Estadio Carlos Tartiere,Oviedo,Spain,0.0,16000,17:15,Romulo Mendez Molina,
1982,1982-06-24,WC-1982,1982 FIFA World Cup,France v Czechoslovakia,First group stage,France,Czechoslovakia,FRA,CSK,1,1,1-1,draw,0,0,yes,no,no,0-0,Estadio José Zorrilla,S-161,Estadio José Zorrilla,Valladolid,Spain,0.0,28000,17:15,Paolo Casarin,
1982,1982-06-24,WC-1982,1982 FIFA World Cup,Honduras v Yugoslavia,First group stage,Honduras,Yugoslavia,HND,YUG,0,1,0-1,away team win,0,1,no,no,no,0-0,Estadio La Romareda,S-163,Estadio La Romareda,Zaragoza,Spain,0.0,25000,21:00,Gaston Castro,
1982,1982-06-25,WC-1982,1982 FIFA World Cup,England v Kuwait,First group stage,England,Kuwait,ENG,KWT,1,0,1-0,home team win,1,0,no,no,no,0-0,Estadio San Mamés,S-151,Estadio San Mamés,Bilbao,Spain,0.0,39700,17:15,Gilberto Aristizabal Murcia,
1982,1982-06-25,WC-1982,1982 FIFA World Cup,Spain v Northern Ireland,First group stage,Spain,Northern Ireland,ESP,NIR,0,1,0-1,away team win,0,1,no,no,no,0-0,Estadio Luis Casanova,S-160,Estadio Luis Casanova,Valencia,Spain,1.0,,21:00,,
1982,1982-06-28,WC-1982,1982 FIFA World Cup,Austria v France,Second group stage,Austria,France,AUT,FRA,0,1,0-1,away team win,0,1,no,no,no,0-0,Vicente Calderón,S-155,Vicente Calderón,Madrid,Spain,0.0,37000,17:15,Karoly Palotai,
1982,1982-06-28,WC-1982,1982 FIFA World Cup,Poland v Belgium,Second group stage,Poland,Belgium,POL,BEL,3,0,3-0,home team win,1,0,no,no,no,0-0,Camp Nou,S-149,Camp Nou,Barcelona,Spain,0.0,65000,21:00,Jesus Paulino Siles,
1982,1982-06-29,WC-1982,1982 FIFA World Cup,Italy v Argentina,Second group stage,Italy,Argentina,ITA,ARG,2,1,2-1,home team win,1,0,no,no,no,0-0,Estadi de Sarrià,S-150,Estadi de Sarrià,Barcelona,Spain,0.0,43000,17:15,Nicolae Rainea,
1982,1982-07-01,WC-1982,1982 FIFA World Cup,Austria v Northern Ireland,Second group stage,Austria,Northern Ireland,AUT,NIR,2,2,2-2,draw,0,0,yes,no,no,0-0,Vicente Calderón,S-155,Vicente Calderón,Madrid,Spain,0.0,20000,17:15,Adolf Prokop,
1982,1982-07-01,WC-1982,1982 FIFA World Cup,Belgium v Soviet Union,Second group stage,Belgium,Russia,BEL,SUN,0,1,0-1,away team win,0,1,no,no,no,0-0,Camp Nou,S-149,Camp Nou,Barcelona,Spain,0.0,45000,21:00,Michel Vautrot,
1982,1982-07-02,WC-1982,1982 FIFA World Cup,Argentina v Brazil,Second group stage,Argentina,Brazil,ARG,BRA,1,3,1-3,away team win,0,1,no,no,no,0-0,Estadi de Sarrià,S-150,Estadi de Sarrià,Barcelona,Spain,0.0,44000,17:15,Mario Rubio Vazquez,
1982,1982-07-04,WC-1982,1982 FIFA World Cup,France v Northern Ireland,Second group stage,France,Northern Ireland,FRA,NIR,4,1,4-1,home team win,1,0,no,no,no,0-0,Vicente Calderón,S-155,Vicente Calderón,Madrid,Spain,0.0,37000,17:15,Alojzy Jarguz,
1982,1982-07-05,WC-1982,1982 FIFA World Cup,Italy v Brazil,Second group stage,Italy,Brazil,ITA,BRA,3,2,3-2,home team win,1,0,no,no,no,0-0,Estadi de Sarrià,S-150,Estadi de Sarrià,Barcelona,Spain,0.0,44000,17:15,Abraham Klein,
1982,1982-07-05,WC-1982,1982 FIFA World Cup,Spain v England,Second group stage,Spain,England,ESP,ENG,0,0,0-0,draw,0,0,yes,no,no,0-0,Estadio Santiago Bernabéu,S-154,Estadio Santiago Bernabéu,Madrid,Spain,1.0,75000,21:00,Alexis Ponnet,
1982,1982-07-08,WC-1982,1982 FIFA World Cup,Poland v Italy,Semi-finals,Poland,Italy,POL,ITA,0,2,0-2,away team win,0,1,no,no,no,0-0,Camp Nou,S-149,Camp Nou,Barcelona,Spain,0.0,50000,17:15,Juan Cardellino De San Vicente,
1982,1982-07-10,WC-1982,1982 FIFA World Cup,Poland v France,Third place,Poland,France,POL,FRA,3,2,3-2,home team win,1,0,no,no,no,0-0,Estadio José Rico Pérez,S-148,Estadio José Rico Pérez,Alicante,Spain,0.0,28000,20:00,Antonio Garrido,
1986,1986-05-31,WC-1986,1986 FIFA World Cup,Bulgaria v Italy,Group stage,Bulgaria,Italy,BGR,ITA,1,1,1-1,draw,0,0,yes,no,no,0-0,Estadio Azteca,S-099,Estadio Azteca,Mexico City,Mexico,0.0,96000,12:00,Erik Fredriksson,
1986,1986-06-01,WC-1986,1986 FIFA World Cup,Canada v France,Group stage,Canada,France,CAN,FRA,0,1,0-1,away team win,0,1,no,no,no,0-0,Estadio Nou Camp,S-098,Estadio Nou Camp,León,Mexico,0.0,65500,16:00,Hernan Silva Arce,
1986,1986-06-01,WC-1986,1986 FIFA World Cup,Spain v Brazil,Group stage,Spain,Brazil,ESP,BRA,0,1,0-1,away team win,0,1,no,no,no,0-0,Estadio Jalisco,S-095,Estadio Jalisco,Guadalajara,Mexico,0.0,35748,12:00,Christopher Bambridge,
1986,1986-06-02,WC-1986,1986 FIFA World Cup,Argentina v South Korea,Group stage,Argentina,South Korea,ARG,KOR,3,1,3-1,home team win,1,0,no,no,no,0-0,Estadio Olímpico Universitario,S-100,Estadio Olímpico Universitario,Mexico City,Mexico,0.0,60000,12:00,Victoriano Sanchez Arminio,
